year,month,day,dow,week,part_of_day,lat_grid,lon_grid,weather_id,severe,temp_min,temp_max,is_holiday
2018,4,5,3,14,1,8.0,8.0,643.5714285714286,0.0,25.82857142857143,29.685714285714283,0.0
