,year,month,day,part_of_day,weather_id,severe,temp_min,temp_max
88,2016,9,22,3,801.1666666666666,0.0,76.49900000000004,82.03700000000003
89,2016,9,22,4,801.0,0.0,63.668000000000006,72.33500000000002
90,2016,9,23,1,803.6666666666666,0.0,62.33300000000003,74.49800000000005
91,2016,9,23,2,801.3333333333334,0.0,73.29800000000007,83.81900000000002
92,2016,9,23,3,802.3333333333334,0.0,68.42900000000004,73.16600000000004
93,2016,9,23,4,803.1666666666666,0.0,64.00100000000005,72.99800000000003
94,2016,9,24,1,800.1666666666666,0.0,55.33700000000004,64.33700000000003
95,2016,9,24,2,800.5,0.0,65.534,74.16800000000002
96,2016,9,24,3,800.0,0.0,62.81900000000002,68.87600000000005
97,2016,9,24,4,802.0,0.0,57.503000000000014,64.33400000000006
98,2016,9,25,1,800.0,0.0,48.164000000000044,58.99700000000001
99,2016,9,25,2,750.0,0.0,65.33300000000001,76.00400000000003
100,2016,9,25,3,800.0,0.0,66.51260000000002,72.45260000000003
101,2016,9,25,4,800.0,0.0,52.80500000000003,62.498000000000026
102,2016,9,26,1,550.6666666666666,0.0,59.501000000000005,66.35300000000002
103,2016,9,26,2,500.6666666666667,0.0,61.66700000000003,64.83200000000005
104,2016,9,26,3,800.0,0.0,58.664000000000016,68.00000000000006
105,2016,9,26,4,751.1666666666666,0.0,55.24700000000004,65.831
106,2016,9,27,1,800.0,0.0,49.799000000000056,60.470000000000006
107,2016,9,27,2,800.0,0.0,64.86200000000004,69.33200000000004
108,2016,9,27,3,801.5,0.0,63.11000000000005,68.16500000000006
109,2016,9,27,4,800.6666666666666,0.0,50.504000000000026,62.168000000000035
110,2016,9,28,1,803.0,0.0,51.29600000000003,60.503000000000014
111,2016,9,28,2,500.3333333333333,0.0,55.55000000000004,65.66600000000001
112,2016,9,28,3,500.1666666666667,0.0,57.14900000000005,63.500000000000036
113,2016,9,28,4,702.1666666666666,0.0,52.32800000000006,60.908000000000044
114,2016,9,29,1,501.8333333333333,0.8333333333333334,57.992,62.66900000000004
115,2016,9,29,2,501.3333333333333,0.3333333333333333,59.25800000000002,62.87300000000004
116,2016,9,29,3,500.8333333333333,0.0,58.49900000000002,62.33900000000003
117,2016,9,29,4,501.0,0.0,57.167000000000066,60.99800000000001
118,2016,9,30,1,500.0,0.0,55.664000000000065,62.16500000000003
119,2016,9,30,2,500.1666666666667,0.0,59.31800000000001,61.66700000000003
120,2016,9,30,3,500.1666666666667,0.0,58.72400000000001,61.83200000000003
121,2016,9,30,4,500.5,0.0,55.33400000000006,61.33400000000003
122,2016,10,1,1,500.1666666666667,0.0,55.27400000000003,60.66800000000001
123,2016,10,1,2,500.1666666666667,0.0,59.00000000000003,68.99900000000004
124,2016,10,1,3,601.0,0.0,58.66700000000005,65.20400000000002
125,2016,10,1,4,550.5,0.0,53.00600000000003,61.166000000000025
126,2016,10,2,1,601.0,0.0,50.666000000000004,58.496
127,2016,10,2,2,700.0,0.0,58.33400000000003,66.47900000000004
128,2016,10,2,3,550.3333333333334,0.0,57.005,67.68200000000004
129,2016,10,2,4,550.3333333333334,0.0,50.666000000000004,60.005
130,2016,10,3,1,752.0,0.0,49.62500000000002,57.78800000000001
131,2016,10,3,2,700.6666666666666,0.0,59.11100000000002,63.77600000000003
132,2016,10,3,3,601.0,0.0,57.33800000000002,66.27500000000005
133,2016,10,3,4,550.0,0.0,49.16300000000001,60.50000000000002
134,2016,10,4,1,750.0,0.0,50.04200000000005,63.33200000000003
135,2016,10,4,2,750.0,0.0,64.496,76.50200000000002
136,2016,10,4,3,750.0,0.0,62.996000000000016,72.27800000000003
137,2016,10,4,4,750.6666666666666,0.0,49.66400000000005,63.66800000000003
138,2016,10,5,1,802.0,0.0,62.22560000000002,64.05860000000003
139,2016,10,5,2,800.0,0.0,70.2275,70.2275
140,2016,10,5,3,801.0,0.0,71.87450000000005,71.87450000000005
141,2016,10,5,4,802.5,0.0,61.826900000000045,66.65690000000005
142,2016,10,6,1,500.0,0.0,64.47200000000002,64.47200000000002
143,2016,10,6,2,800.0,0.0,72.65690000000006,72.65690000000006
144,2016,10,6,3,800.1666666666666,0.0,71.52230000000007,71.52230000000007
145,2016,10,6,4,751.6666666666666,0.0,67.39520000000003,67.39520000000003
146,2016,10,7,1,800.0,0.0,62.56220000000004,62.56220000000004
147,2016,10,7,2,800.0,0.0,70.68470000000006,70.68470000000006
148,2016,10,7,3,800.0,0.0,70.66730000000007,70.66730000000007
149,2016,10,7,4,800.8333333333334,0.0,65.07080000000002,65.07080000000002
150,2016,10,8,1,800.0,0.0,51.52340000000002,51.52340000000002
151,2016,10,8,2,800.0,0.0,55.14365000000004,55.14365000000004
152,2016,10,8,3,800.0,0.0,54.17240000000004,54.17240000000004
153,2016,10,8,4,801.6666666666666,0.0,55.32200000000003,55.32200000000003
154,2016,10,9,1,800.0,0.0,44.40200000000002,44.40200000000002
155,2016,10,9,2,800.3333333333334,0.0,55.20980000000003,55.20980000000003
156,2016,10,9,3,801.0,0.0,55.842800000000075,55.842800000000075
157,2016,10,9,4,800.0,0.0,47.24330000000006,47.24330000000006
158,2016,10,10,1,800.0,0.0,41.71130000000005,41.71130000000005
159,2016,10,10,2,800.0,0.0,53.56730000000002,53.56730000000002
160,2016,10,10,3,800.0,0.0,54.61519999999999,54.61519999999999
161,2016,10,10,4,800.0,0.0,46.02230000000003,46.02230000000003
162,2016,10,11,1,803.0,0.0,50.36540000000005,50.36540000000005
163,2016,10,11,2,802.0,0.0,62.365100000000076,62.365100000000076
164,2016,10,11,3,801.0,0.0,60.30680000000006,60.30680000000006
165,2016,10,11,4,800.5,0.0,50.00420000000002,50.00420000000002
166,2016,10,12,1,800.0,0.0,50.45540000000008,50.45540000000008
167,2016,10,12,2,800.5,0.0,66.93620000000003,66.93620000000003
168,2016,10,12,3,801.0,0.0,71.474,71.474
169,2016,10,12,4,700.0,0.0,56.55230000000006,56.55230000000006
170,2016,10,13,1,700.0,0.0,49.54460000000006,49.54460000000006
171,2016,10,13,2,800.0,0.0,51.98240000000007,51.98240000000007
172,2016,10,13,3,800.0,0.0,50.018300000000046,50.018300000000046
173,2016,10,13,4,600.5,0.0,55.498700000000014,55.498700000000014
174,2016,10,14,1,800.0,0.0,40.66430000000008,40.66430000000008
175,2016,10,14,2,800.0,0.0,57.25655000000004,57.25655000000004
176,2016,10,14,3,800.1666666666666,0.0,53.90840000000003,53.90840000000003
177,2016,10,14,4,800.3333333333334,0.0,44.34590000000006,44.34590000000006
178,2016,10,15,1,800.1666666666666,0.0,48.663800000000016,48.663800000000016
179,2016,10,15,2,800.3333333333334,0.0,64.75865000000003,64.75865000000003
180,2016,10,15,3,801.5,0.0,69.00980000000001,69.00980000000001
181,2016,10,15,4,801.0,0.0,55.636400000000016,55.636400000000016
182,2016,10,16,1,752.1666666666666,0.0,66.77390000000004,66.77390000000004
183,2016,10,16,2,752.6666666666666,0.0,68.29730000000002,68.29730000000002
184,2016,10,16,3,500.0,0.0,64.41739999999999,64.41739999999999
185,2016,10,16,4,702.5,0.0,66.51890000000004,66.51890000000004
186,2016,10,17,1,601.1666666666666,0.0,63.38840000000007,63.38840000000007
187,2016,10,17,2,802.0,0.0,67.66490000000003,67.66490000000003
188,2016,10,17,3,803.5,0.0,70.53920000000001,70.53920000000001
189,2016,10,17,4,651.6666666666666,0.0,65.59940000000003,65.59940000000003
190,2016,10,18,1,800.3333333333334,0.0,70.49660000000002,70.49660000000002
191,2016,10,18,2,801.0,0.0,75.41060000000003,75.41060000000003
192,2016,10,18,3,801.0,0.0,69.01940000000006,69.01940000000006
193,2016,10,18,4,800.1666666666666,0.0,67.26680000000009,67.26680000000009
194,2016,10,19,1,800.0,0.0,53.39000000000001,53.39000000000001
195,2016,10,19,2,800.1666666666666,0.0,63.79460000000004,63.79460000000004
196,2016,10,19,3,800.8333333333334,0.0,60.90440000000006,60.90440000000006
197,2016,10,19,4,800.6666666666666,0.0,56.392700000000055,56.392700000000055
198,2016,10,20,1,500.1666666666667,0.0,54.456893750000056,54.456893750000056
199,2016,10,20,2,500.6666666666667,0.0,54.96380000000002,54.96380000000002
200,2016,10,20,3,500.6666666666667,0.0,53.52440000000004,53.52440000000004
201,2016,10,20,4,500.3333333333333,0.0,55.15479687500002,55.15479687500002
202,2016,10,21,1,550.6666666666666,0.0,50.39720000000003,50.39720000000003
203,2016,10,21,2,550.8333333333334,0.16666666666666666,52.10570000000007,52.10570000000007
204,2016,10,21,3,801.0,0.0,47.849300000000035,47.849300000000035
205,2016,10,21,4,600.1666666666666,0.0,49.23349999999999,49.23349999999999
206,2016,10,22,1,800.0,0.0,41.74280000000002,41.74280000000002
207,2016,10,22,2,800.0,0.0,46.07615000000005,46.07615000000005
208,2016,10,22,3,800.0,0.0,48.4574000000001,48.4574000000001
209,2016,10,22,4,800.0,0.0,43.57400000000005,43.57400000000005
210,2016,10,23,1,800.0,0.0,40.50950000000004,40.50950000000004
211,2016,10,23,2,800.5,0.0,55.69520000000002,55.69520000000002
212,2016,10,23,3,650.0,0.0,59.869400000000006,59.869400000000006
213,2016,10,23,4,700.0,0.0,46.804700000000004,46.804700000000004
214,2016,10,24,1,800.0,0.0,44.44790000000001,44.44790000000001
215,2016,10,24,2,800.5,0.0,49.111700000000035,49.111700000000035
216,2016,10,24,3,800.0,0.0,49.81280000000003,49.81280000000003
217,2016,10,24,4,600.0,0.0,48.002600000000065,48.002600000000065
218,2016,10,25,1,800.0,0.0,39.6086,39.6086
219,2016,10,25,2,800.0,0.0,48.369200000000035,48.369200000000035
220,2016,10,25,3,800.0,0.0,47.210000000000036,47.210000000000036
221,2016,10,25,4,800.0,0.0,41.602400000000046,41.602400000000046
222,2016,10,26,1,802.5,0.0,37.17680000000001,37.17680000000001
223,2016,10,26,2,652.0,0.0,42.45530000000007,42.45530000000007
224,2016,10,26,3,500.5,0.0,42.12770000000004,42.12770000000004
225,2016,10,26,4,701.8333333333334,0.0,39.73190000000006,39.73190000000006
226,2016,10,27,1,500.5,0.0,48.454700000000024,48.454700000000024
227,2016,10,27,2,651.0,0.0,49.01540000000006,49.01540000000006
228,2016,10,27,3,801.5,0.0,46.33340000000009,46.33340000000009
229,2016,10,27,4,600.6666666666666,0.0,42.84530000000004,42.84530000000004
230,2016,10,28,1,800.0,0.0,33.98450000000004,33.98450000000004
231,2016,10,28,2,800.0,0.0,45.66650000000005,45.66650000000005
232,2016,10,28,3,802.5,0.0,50.81630000000009,50.81630000000009
233,2016,10,28,4,800.3333333333334,0.0,43.04480000000003,43.04480000000003
234,2016,10,29,1,803.0,0.0,60.37610000000006,60.37610000000006
235,2016,10,29,2,802.5,0.0,67.98740000000004,67.98740000000004
236,2016,10,29,3,803.5,0.0,68.62820000000004,68.62820000000004
237,2016,10,29,4,801.6666666666666,0.0,57.17810000000005,57.17810000000005
238,2016,10,30,1,500.0,0.0,50.30690000000001,50.30690000000001
239,2016,10,30,2,651.5,0.0,50.30870000000007,50.30870000000007
240,2016,10,30,3,801.0,0.0,49.15490000000008,49.15490000000008
241,2016,10,30,4,650.5,0.0,51.0863,51.0863
242,2016,10,31,1,800.5,0.0,36.75200000000003,36.75200000000003
243,2016,10,31,2,802.5,0.0,48.94880000000004,48.94880000000004
244,2016,10,31,3,801.5,0.0,49.89650000000004,49.89650000000004
245,2016,10,31,4,800.8333333333334,0.0,43.042100000000026,43.042100000000026
246,2016,11,1,1,802.5,0.0,53.143700000000045,53.143700000000045
247,2016,11,1,2,800.5,0.0,64.08650000000002,66.7865
248,2016,11,1,3,800.3333333333334,0.0,67.39999999999999,75.80000000000001
249,2016,11,1,4,801.1666666666666,0.0,52.663400000000046,56.26340000000005
250,2016,11,2,1,673.9090909090909,0.0,53.27272727272728,59.818181818181806
251,2016,11,2,2,563.2666666666667,0.0,60.07999999999999,65.96
252,2016,11,2,3,630.7857142857143,0.0,59.3857142857143,65.68571428571428
253,2016,11,2,4,627.8333333333334,0.16666666666666666,56.29999999999999,61.849999999999994
254,2016,11,3,1,584.4166666666666,0.0,52.699999999999996,56.0
255,2016,11,3,2,801.6666666666666,0.0,52.4,57.5
256,2016,11,3,3,802.8333333333334,0.0,52.699999999999996,56.0
257,2016,11,3,4,579.5,0.21428571428571427,53.47142857142858,59.771428571428565
258,2016,11,4,1,800.8333333333334,0.0,43.70000000000001,46.1
259,2016,11,4,2,800.3333333333334,0.0,48.50000000000001,52.699999999999996
260,2016,11,4,3,800.0,0.0,49.699999999999996,53.900000000000006
261,2016,11,4,4,800.8333333333334,0.0,46.4,50.29999999999999
262,2016,11,5,1,800.0,0.0,38.300000000000004,45.5
263,2016,11,5,2,800.0,0.0,55.70000000000001,60.800000000000004
264,2016,11,5,3,800.0,0.0,59.30000000000001,64.7
265,2016,11,5,4,800.0,0.0,42.800000000000004,48.800000000000004
266,2016,11,6,1,721.0,0.0,35.9,47.00000000000001
267,2016,11,6,2,800.0,0.0,56.900000000000006,62.9
268,2016,11,6,3,745.625,0.0,51.12499999999999,58.775
269,2016,11,6,4,742.7,0.0,43.879999999999995,51.980000000000004
270,2016,11,7,1,711.6923076923077,0.0,39.89230769230768,46.67692307692307
271,2016,11,7,2,749.1428571428571,0.0,52.057142857142864,58.22857142857142
272,2016,11,7,3,800.0,0.0,52.99999999999999,60.800000000000004
273,2016,11,7,4,730.9,0.0,41.54,50.540000000000006
274,2016,11,8,1,721.0,0.0,40.099999999999994,48.49999999999999
275,2016,11,8,2,654.3333333333334,0.0,53.599999999999994,56.8
276,2016,11,8,3,621.8571428571429,0.14285714285714285,52.31428571428571,56.94285714285714
277,2016,11,8,4,701.2222222222222,0.0,41.4,49.4
278,2016,11,9,1,659.2857142857143,0.0,43.57142857142858,45.114285714285714
279,2016,11,9,2,801.1666666666666,0.0,47.300000000000004,50.300000000000004
280,2016,11,9,3,800.0,0.0,44.599999999999994,49.099999999999994
281,2016,11,9,4,623.0,0.0,43.400000000000006,47.599999999999994
282,2016,11,10,1,800.0,0.0,37.1,41.9
283,2016,11,10,2,750.0,0.0,52.400000000000006,57.79999999999999
284,2016,11,10,3,800.0,0.0,56.6,59.9
285,2016,11,10,4,800.0,0.0,42.199999999999996,46.4
286,2016,11,11,1,800.8333333333334,0.0,46.4,49.400000000000006
287,2016,11,11,2,690.8571428571429,0.0,45.114285714285714,49.228571428571435
288,2016,11,11,3,800.3333333333334,0.0,39.5,43.699999999999996
289,2016,11,11,4,800.0,0.0,44.0,49.099999999999994
290,2016,11,12,1,800.0,0.0,25.099999999999998,32.6
291,2016,11,12,2,800.0,0.0,42.5,45.5
292,2016,11,12,3,800.0,0.0,41.9,46.4
293,2016,11,12,4,800.0,0.0,30.2,37.1
294,2016,11,13,1,800.0,0.0,32.3,37.4
295,2016,11,13,2,800.0,0.0,48.5,53.9
296,2016,11,13,3,800.0,0.0,47.300000000000004,53.0
297,2016,11,13,4,800.0,0.0,37.699999999999996,41.9
298,2016,11,14,1,800.0,0.0,33.5,40.699999999999996
299,2016,11,14,2,800.5,0.0,45.800000000000004,50.9
300,2016,11,14,3,786.8333333333334,0.0,48.79999999999999,53.900000000000006
301,2016,11,14,4,800.0,0.0,38.9,45.199999999999996
302,2016,11,15,1,767.8333333333334,0.0,34.1,42.800000000000004
303,2016,11,15,2,784.8333333333334,0.0,48.20000000000001,54.800000000000004
304,2016,11,15,3,760.7142857142857,0.0,45.885714285714286,54.114285714285714
305,2016,11,15,4,761.0,0.0,41.25714285714286,47.94285714285714
306,2016,11,16,1,672.2857142857143,0.0,43.82857142857143,47.68571428571429
307,2016,11,16,2,774.8571428571429,0.0,51.02857142857143,55.65714285714285
308,2016,11,16,3,783.5,0.0,46.4,53.300000000000004
309,2016,11,16,4,703.8571428571429,0.0,42.8,47.94285714285714
310,2016,11,17,1,721.0,0.0,33.5,43.400000000000006
311,2016,11,17,2,716.3846153846154,0.0,48.75384615384615,55.95384615384614
312,2016,11,17,3,757.1666666666666,0.0,54.5,58.699999999999996
313,2016,11,17,4,736.3333333333334,0.0,39.00000000000001,45.599999999999994
314,2016,11,18,1,800.0,0.0,50.300000000000004,56.599999999999994
315,2016,11,18,2,800.0,0.0,62.9,68.89999999999999
316,2016,11,18,3,675.0,0.0,59.771428571428565,69.28571428571429
317,2016,11,18,4,642.8571428571429,0.0,54.114285714285714,60.02857142857143
318,2016,11,19,1,536.6666666666666,0.0,39.2,44.900000000000006
319,2016,11,19,2,547.4285714285714,0.0,36.242857142857154,40.1
320,2016,11,19,3,615.8888888888889,0.0,32.2,35.00000000000001
321,2016,11,19,4,533.5,0.0,44.300000000000004,52.400000000000006
322,2016,11,20,1,613.3333333333334,0.0,30.2,33.800000000000004
323,2016,11,20,2,603.3333333333334,0.0,31.400000000000002,34.1
324,2016,11,20,3,667.3333333333334,0.0,29.599999999999998,31.999999999999996
325,2016,11,20,4,600.0,0.0,29.900000000000002,32.599999999999994
326,2016,11,21,1,700.5,0.0,25.099999999999998,28.400000000000002
327,2016,11,21,2,600.0,0.0,33.49999999999999,35.9
328,2016,11,21,3,800.0,0.0,32.300000000000004,35.0
329,2016,11,21,4,633.3333333333334,0.0,25.7,28.999999999999996
330,2016,11,22,1,800.0,0.0,21.5,26.3
331,2016,11,22,2,800.0,0.0,33.5,35.9
332,2016,11,22,3,800.0,0.0,30.8,35.900000000000006
333,2016,11,22,4,666.6666666666666,0.0,26.3,30.8
334,2016,11,23,1,713.0,0.0,29.75,34.025
335,2016,11,23,2,563.5263157894736,0.0,34.93684210526317,38.25263157894736
336,2016,11,23,3,563.1875,0.0,35.82500000000001,38.412499999999994
337,2016,11,23,4,689.2222222222222,0.0,31.200000000000003,36.599999999999994
338,2016,11,24,1,633.7857142857143,0.0,37.89628571428572,40.85342857142858
339,2016,11,24,2,600.75,0.0,42.080112500000006,45.4551125
340,2016,11,24,3,613.625,0.0,41.0,44.150000000000006
341,2016,11,24,4,518.0,0.0,37.92941176470589,41.52941176470587
342,2016,11,25,1,600.5833333333334,0.0,37.699999999999996,41.0
343,2016,11,25,2,658.0,0.0,39.800000000000004,42.800000000000004
344,2016,11,25,3,556.6666666666666,0.0,37.99999999999999,41.599999999999994
345,2016,11,25,4,500.375,0.0,38.52499999999999,40.55000000000001
346,2016,11,26,1,534.5,0.0,37.1,39.199999999999996
347,2016,11,26,2,803.8333333333334,0.0,38.6,42.199999999999996
348,2016,11,26,3,803.8333333333334,0.0,38.6,41.300000000000004
349,2016,11,26,4,656.8888888888889,0.0,36.8,39.199999999999996
350,2016,11,27,1,723.875,0.0,28.85,36.05
351,2016,11,27,2,724.0,0.0,38.42857142857143,43.05714285714286
352,2016,11,27,3,718.1428571428571,0.0,38.94285714285714,43.82857142857143
353,2016,11,27,4,765.1428571428571,0.0,34.57142857142858,39.199999999999996
354,2016,11,28,1,755.3333333333334,0.0,36.199999999999996,41.6
355,2016,11,28,2,623.3333333333334,0.0,44.60000000000001,46.4
356,2016,11,28,3,577.8461538461538,0.0,44.18461538461539,46.26153846153846
357,2016,11,28,4,671.7777777777778,0.0,41.99999999999999,44.199999999999996
358,2016,11,29,1,744.8571428571429,0.0,48.457142857142856,52.314285714285724
359,2016,11,29,2,800.5,0.0,52.1,55.699999999999996
360,2016,11,29,3,801.0,0.0,49.099999999999994,54.20000000000001
361,2016,11,29,4,560.8333333333334,0.0,47.0,49.699999999999996
362,2016,11,30,1,718.7777777777778,0.0,35.8,47.4
363,2016,11,30,2,767.8333333333334,0.0,49.99999999999999,56.300000000000004
364,2016,11,30,3,557.4285714285714,0.0,45.62857142857143,52.05714285714286
365,2016,11,30,4,802.3333333333334,0.0,44.300000000000004,48.800000000000004
366,2016,12,1,1,600.5454545454545,0.0,34.94545454545456,37.89090909090908
367,2016,12,1,2,613.0,0.0,38.3,40.28
368,2016,12,1,3,490.5,0.0,38.65999999999999,41.54
369,2016,12,1,4,645.2857142857143,0.0,37.142857142857146,41.51428571428572
370,2016,12,2,1,626.375,0.0,36.724999999999994,38.75
371,2016,12,2,2,753.3333333333334,0.0,37.6775,41.2775
372,2016,12,2,3,804.0,0.0,35.9,38.300000000000004
373,2016,12,2,4,736.1666666666666,0.0,36.5,39.2
374,2016,12,3,1,803.6666666666666,0.0,32.9,36.5
375,2016,12,3,2,804.0,0.0,35.9,38.9
376,2016,12,3,3,804.0,0.0,35.6,38.9
377,2016,12,3,4,803.0,0.0,33.8,37.1
378,2016,12,4,1,753.6666666666666,0.16666666666666666,34.315400000000004,36.1154
379,2016,12,4,2,726.0,0.16666666666666666,35.99840000000001,38.698400000000014
380,2016,12,4,3,637.4166666666666,0.0,33.2,38.74999999999999
381,2016,12,4,4,702.0,0.0,33.44800000000001,36.848000000000006
382,2016,12,5,1,730.7142857142857,0.0,34.05714285714286,36.371428571428574
383,2016,12,5,2,804.0,0.0,38.08700000000001,40.187000000000005
384,2016,12,5,3,801.1666666666666,0.0,33.2,37.099999999999994
385,2016,12,5,4,667.2222222222222,0.0,32.400000000000006,34.199999999999996
386,2016,12,6,1,720.8333333333334,0.0,33.4025,35.8025
387,2016,12,6,2,621.4,0.0,37.8608,40.020799999999994
388,2016,12,6,3,500.4117647058824,0.0,37.717647058823516,39.2
389,2016,12,6,4,701.0,0.0,29.299999999999997,33.800000000000004
390,2016,12,7,1,803.5,0.0,31.022000000000016,32.52200000000002
391,2016,12,7,2,801.0,0.0,33.275000000000006,36.574999999999996
